NRFA_ID,easting,northing
54036,402368.0,240680.0
54038,325230.0,322440.0
54040,368070.0,320490.0
54041,364920.0,323140.0
54043,386300.0,239900.0
54044,362850.0,331480.0
54045,334680.0,330250.0
54046,378030.0,304670.0
54047,340300.0,322300.0
54048,427271.0,255587.0
54049,430858.0,265437.0
54050,438853.0,268829.0
54052,362850.0,331490.0
54053,351000.0,275200.0
54054,345470.0,278980.0
54057,384491.0,227878.0
54058,364400.0,326000.0
54059,365400.0,322300.0
54060,363480.0,322190.0
54061,362800.0,328800.0
54062,363700.0,328000.0
54063,386700.0,286150.0
54065,356500.0,324100.0
54066,362800.0,322900.0
54067,386120.0,290560.0
54069,338700.0,329700.0
54070,343200.0,319800.0
54080,298949.0,285181.0
54081,291330.0,286804.0
54083,367800.0,314100.0
54084,361677.0,207481.0
54085,360900.0,211500.0
54087,366700.0,322780.0
54088,368232.0,198741.0
54089,392065.0,237238.0
54090,284300.0,287600.0
54091,284300.0,287800.0
54092,284600.0,287300.0
54094,364050.0,317540.0
54095,364550.0,304400.0
54096,387020.0,263140.0
54097,283100.0,286900.0
54098,375075.0,203576.0
54099,377980.0,319270.0
54100,374650.0,323860.0
54102,456355.0,277779.0
54106,426042.0,240517.0
54110,386798.0,230103.0
54111,450292.0,276636.0
54114,429912.0,265296.0
54906,382900.0,276800.0
54907,408600.0,253600.0
55001,353500.0,209000.0
55002,348500.0,238799.0
55003,354871.0,240585.0
55004,289048.0,246014.0
55005,296900.0,267600.0
55006,292600.0,264500.0
55007,307580.0,244490.0
55008,282900.0,283800.0
55009,341900.0,225100.0
55010,284418.0,282504.0
55011,310458.0,268284.0
55012,299507.0,250766.0
55013,332821.0,258500.0
55014,336432.0,264689.0
55015,327668.0,229443.0
55016,302455.0,257784.0
55017,299800.0,253100.0
55018,361482.0,242705.0
55020,346166.0,259900.0
55021,350208.0,258942.0
55022,350247.0,211226.0
55023,352769.0,211077.0
55025,316611.0,237596.0
55026,297580.0,267584.0
55027,364065.0,225717.0
55028,366665.0,248863.0
55029,341609.0,224831.0
55030,291000.0,262000.0
55031,349122.0,241454.0
55032,292817.0,264605.0
55033,282400.0,285300.0
55034,282400.0,284200.0
55035,282600.0,285400.0
55036,356017.0,219344.0
56001,334606.0,205591.0
56002,325868.0,188879.0
56003,305100.0,229700.0
56004,312660.0,220398.0
56005,332964.0,192432.0
56006,294726.0,229547.0
56007,292826.0,225467.0
56011,320600.0,191200.0
56012,324054.0,217590.0
56013,300348.0,230405.0
56014,283989.0,229047.0
56015,338475.0,201090.0
56019,320975.0,201467.0
57001,306000.0,211700.0
57002,301186.0,211166.0
57003,313165.0,181810.0
57004,307940.0,195652.0
57005,307924.0,189715.0
57006,305283.0,190946.0
57007,308920.0,195153.0
57008,322422.0,182122.0
57009,312103.0,177055.0
57010,303359.0,182684.0
57014,315596.0,198381.0
57015,304308.0,206814.0
57017,293259.0,198687.0
57803,305300.0,182400.0
58001,290379.0,179437.0
58002,281529.0,201698.0
58003,291394.0,177981.0
58004,279109.0,192976.0
58005,290368.0,184425.0
58006,291491.0,208183.0
58007,289076.0,185478.0
58008,277850.0,200761.0
58009,291991.0,178217.0
58010,296954.0,213333.0
58011,301738.0,171662.0
58012,277124.0,190976.0
59001,268553.0,199798.0
59002,262330.0,212672.0
60001,249144.0,220397.0
60002,250870.0,222490.0
60003,223831.0,216034.0
60004,228982.0,217489.0
60005,277129.0,234341.0
60006,243036.0,221947.0
60007,276187.0,236244.0
60008,278559.0,247241.0
60009,271212.0,226573.0
60010,248509.0,220576.0
60012,265023.0,243991.0
60013,253717.0,230111.0
61001,195402.0,217700.0
61002,207226.0,215292.0
61003,200501.0,234913.0
62001,224419.0,241655.0
62002,243335.0,240655.0
63001,259024.0,277289.0
63002,260117.0,280362.0
63003,254184.0,269790.0
63004,279075.0,273700.0
64001,274489.0,301958.0
64002,263117.0,306604.0
64004,282528.0,304730.0
64006,263462.0,288050.0
64010,273529.0,326744.0
64011,281953.0,316316.0
65001,259164.0,347783.0
65004,248386.0,359889.0
65005,240013.0,340372.0
65006,249450.0,362269.0
65007,249866.0,342916.0
65008,260837.0,357960.0
65014,257426.0,350203.0
65015,244020.0,352353.0
66001,306988.0,370961.0
66002,302100.0,370400.0
66004,310501.0,371336.0
66005,312185.0,359214.0
66006,295240.0,371773.0
66011,280129.0,358077.0
66012,278605.0,353821.0
66025,304409.0,374894.0
67001,294087.0,335721.0
67002,335630.0,341310.0
67003,297465.0,353919.0
67005,329503.0,337318.0
67006,304077.0,343600.0
67008,333526.0,354047.0
67009,320408.0,366737.0
67010,284245.0,342049.0
67013,294600.0,334900.0
67015,334822.0,341459.0
67017,288077.0,339939.0
67018,287353.0,330798.0
67023,347909.0,359196.0
67025,339580.0,348249.0
67027,341764.0,360023.0
67028,303484.0,337154.0
67029,306630.0,340530.0
67033,341020.0,365973.0
68001,367171.0,363507.0
68002,344270.0,371410.0
68003,366758.0,371800.0
68004,367410.0,355200.0
68005,365254.0,343040.0
68006,384500.0,364380.0
68007,369700.0,375722.0
68010,328080.0,388010.0
68011,369640.0,379920.0
68015,349659.0,362434.0
68018,386100.0,363272.0
68020,344830.0,371113.0
68021,325300.0,389300.0
68044,393092.0,363617.0
69001,372760.0,393550.0
69002,382419.0,398759.0
69003,384120.0,399190.0
69004,402300.0,397100.0
69005,368498.0,393886.0
69006,372668.0,387533.0
69007,377239.0,393563.0
69008,384625.0,383001.0
69011,385510.0,388900.0
69012,384970.0,381491.0
69013,372554.0,390458.0
69015,396241.0,390768.0
69017,396370.0,389790.0
69019,375270.0,398040.0
69020,384884.0,397531.0
69022,379126.0,420167.0
69023,380690.0,407740.0
69024,374339.0,406819.0
69025,382069.0,400349.0
69027,390699.0,391870.0
69028,388469.0,390036.0
69030,358748.0,392213.0
69032,339160.0,398332.0
69033,336020.0,401380.0
69035,379720.0,410880.0
69037,362833.0,388352.0
69039,386300.0,398700.0
69041,393726.0,395361.0
69042,385000.0,417460.0
69043,384850.0,399691.0
69044,379987.0,411393.0
69045,373052.0,387054.0
69046,373336.0,412222.0
69047,394012.0,416543.0
69048,399497.0,405118.0
69803,388200.0,412700.0
70001,363100.0,411900.0
70002,347622.0,412572.0
70003,358617.0,406027.0
70004,349884.0,417943.0
70005,349691.0,419658.0
71001,358922.0,430412.0
71002,371937.0,454572.0
71003,370600.0,454600.0
71004,372926.0,436054.0
71005,374500.0,456500.0
71006,372190.0,439170.0
71008,370410.0,439923.0
71009,370249.0,437592.0
71010,383672.0,435144.0
71011,383861.0,455586.0
71013,367730.0,426210.0
71014,356453.0,427786.0
71015,365293.0,452891.0
72002,346329.0,441132.0
72003,360500.0,467900.0
72004,352935.0,465318.0
72005,362205.0,490633.0
72006,361490.0,477760.0
72007,351232.0,440548.0
72008,348800.0,444700.0
72009,361542.0,470082.0
72011,363945.0,491114.0
72014,348160.0,455371.0
72015,361210.0,502901.0
72016,350120.0,449989.0
72807,358600.0,468400.0
72817,350346.0,436402.0
73002,329450.0,488210.0
73003,350730.0,495540.0
73005,350877.0,487421.0
73006,336956.0,494055.0
73008,349620.0,480577.0
73009,351477.0,496106.0
73010,336599.0,486267.0
73011,352411.0,494470.0
73012,351700.0,493100.0
73013,337125.0,504195.0
73014,335965.0,503406.0
73015,352320.0,471893.0
73017,349935.0,496525.0
74001,319526.0,489585.0
74002,313558.0,503823.0
74003,308387.0,515393.0
74005,300909.0,506051.0
74006,303501.0,504491.0
74007,313100.0,497770.0
74008,320910.0,494720.0
75001,331320.0,519500.0
75002,303700.0,530500.0
75003,319878.0,532134.0
75004,313090.0,528090.0
75005,325194.0,523884.0
75006,324050.0,523930.0
75007,332260.0,524796.0
75009,328558.0,524216.0
75010,307430.0,523760.0
75016,314899.0,521430.0
75017,309600.0,538400.0
75018,301890.0,529447.0
76001,350759.0,515929.0
76002,347000.0,556700.0
76003,357569.0,530450.0
76004,352507.0,528562.0
76005,360452.0,528316.0
76007,339000.0,557103.0
76008,348619.0,558073.0
76009,337820.0,546860.0
76010,341184.0,554500.0
76011,369368.0,577778.0
76014,377300.0,509700.0
76015,347233.0,524963.0
76017,346810.0,555360.0
76019,338740.0,545010.0
76020,343561.0,551259.0
76021,376480.0,513130.0
76809,339480.0,552730.0
76811,346000.0,526300.0
77001,339050.0,571770.0
77002,339668.0,575053.0
77003,341457.0,575935.0
77004,328502.0,569268.0
77005,341199.0,566190.0
78001,312500.0,575500.0
78003,319047.0,570414.0
78004,307718.0,586862.0
78005,309070.0,584485.0
78006,309990.0,600900.0
79001,263100.0,605000.0
79002,292346.0,585121.0
79003,268410.0,612970.0
79004,284526.0,594078.0
79005,292860.0,579521.0
79006,285776.0,599307.0
79007,302656.0,569512.0
80001,282132.0,561018.0
80002,273360.0,564115.0
80003,246790.0,578120.0
80004,248057.0,579086.0
80005,245069.0,578706.0
80006,247811.0,579675.0
81001,212800.0,569400.0
81002,241266.0,565330.0
81003,218017.0,559917.0
81004,238212.0,554496.0
81005,210699.0,556333.0
81006,236287.0,574600.0
81007,259198.0,558998.0
82001,221670.0,599665.0
82002,233783.0,616035.0
82003,210749.0,583222.0
83002,229375.0,648738.0
83003,252522.0,625909.0
83004,250770.0,621755.0
83005,234524.0,636853.0
83006,236179.0,621634.0
83007,231579.0,642059.0
83008,235114.0,638426.0
83009,230685.0,642409.0
83010,253252.0,637188.0
83011,265989.0,626182.0
83012,262835.0,624204.0
83013,242996.0,636996.0
84001,255839.0,670532.0
84002,230900.0,663800.0
84003,283531.0,645323.0
84004,292837.0,642386.0
84005,270435.0,657942.0
84006,267150.0,674944.0
84007,275137.0,658572.0
84008,267959.0,660439.0
84009,280979.0,642910.0
84011,241470.0,666386.0
84012,249886.0,662918.0
84013,267184.0,661676.0
84014,275373.0,651879.0
84015,263792.0,673914.0
84016,273917.0,672559.0
84017,241123.0,662024.0
84018,289388.0,640314.0
84019,268097.0,662490.0
84020,265646.0,676198.0
84022,293046.0,625977.0
84023,267977.0,671609.0
84024,282817.0,667832.0
84025,266536.0,673437.0
84026,255850.0,673559.0
84027,276506.0,662603.0
84029,276486.0,647024.0
84030,257963.0,657501.0
84031,276317.0,646957.0
84032,255524.0,659581.0
84033,256863.0,661443.0
84034,254539.0,658950.0
84035,259565.0,656202.0
84036,256785.0,654929.0
84037,285567.0,633337.0
85001,239409.0,680307.0
85002,248465.0,686588.0
85003,232106.0,719470.0
85004,235635.0,692880.0
86001,214243.0,682016.0
86002,213930.0,684319.0
88001,179727.0,637673.0
89002,227099.0,742193.0
89003,224259.0,731917.0
89004,215033.0,729930.0
89005,219692.0,727471.0
89006,197143.0,713972.0
89007,195706.0,707536.0
89008,223886.0,727602.0
89009,220649.0,726481.0
90003,211592.0,774257.0
91002,214456.0,780478.0
91802,226100.0,778100.0
92001,166586.0,770178.0
92002,179208.0,768812.0
92003,182387.0,762932.0
92004,169765.0,748285.0
93001,194186.0,842885.0
93002,193875.0,830553.0
94001,186002.0,880330.0
94003,181910.0,872603.0
95001,214693.0,924921.0
95002,218407.0,884203.0
95003,216731.0,902604.0
95004,221229.0,910988.0
95005,225146.0,946532.0
95006,215423.0,895538.0
96001,289125.0,956081.0
96002,271363.0,956765.0
96003,283584.0,965145.0
96004,245314.0,942895.0
96005,235688.0,960107.0
96006,266743.0,958652.0
97002,313123.0,959561.0
101001,457700.0,85700.0
101002,450359.0,88113.0
101003,449090.0,88620.0
101004,458280.0,85320.0
101005,453120.0,83520.0
101006,453680.0,83770.0
101007,458300.0,85200.0
102001,242925.0,376857.0
105001,141496.0,848661.0
106001,140187.0,932508.0
106002,109930.0,897086.0
106003,76701.0,834768.0
107001,329532.0,1025280.0
108001,439470.0,1153000.0
201002,240562.0,375809.0
201005,246071.0,373048.0
201006,245943.0,372192.0
201007,237256.0,404779.0
201008,226512.0,384216.0
201009,241855.0,386684.0
201010,234779.0,395968.0
202001,267344.0,424637.0
202002,246411.0,415098.0
203010,281974.0,351941.0
203011,304877.0,409012.0
203012,292678.0,379835.0
203017,304300.0,351100.0
203018,314528.0,386672.0
203019,296292.0,403801.0
203020,295630.0,390521.0
203021,310534.0,397107.0
203022,262508.0,353031.0
203024,304793.0,347090.0
203025,289195.0,352421.0
203026,314900.0,372500.0
203027,309786.0,401503.0
203028,288337.0,419362.0
203029,328200.0,390200.0
203033,323388.0,334071.0
203038,324308.0,326500.0
203039,308836.0,410961.0
203040,293076.0,415349.0
203042,313472.0,376525.0
203043,277945.0,355679.0
203046,319747.0,385394.0
203049,320083.0,383640.0
203050,284723.0,433960.0
203092,305052.0,410966.0
203093,308614.0,389605.0
203097,304500.0,350400.0
204001,294191.0,436250.0
205003,329800.0,367900.0
205004,332872.0,369316.0
205005,326651.0,361265.0
205008,323635.0,352493.0
205010,312300.0,354000.0
205011,344853.0,350808.0
205015,352360.0,381797.0
205020,345913.0,369708.0
205029,314216.0,359057.0
205034,337035.0,390058.0
205101,331790.0,372370.0
205105,337120.0,373201.0
206001,308536.0,331026.0
206002,306487.0,333187.0
206004,307413.0,329290.0
206006,335000.0,323100.0
236005,233195.0,335906.0
236007,220486.0,340003.0
236051,222927.0,350868.0
