NRFA_ID,easting,northing
39109,408015.0,211237.0
39110,415023.0,201207.0
39111,503497.0,171328.0
39112,437270.0,185150.0
39113,438270.0,185996.0
39114,453762.0,173025.0
39115,455595.0,171045.0
39116,464210.0,174075.0
39117,501899.0,172265.0
39118,471667.0,139431.0
39119,472356.0,139526.0
39120,472873.0,138390.0
39121,509931.0,167056.0
39122,499970.0,146270.0
39123,488068.0,155852.0
39125,510916.0,211904.0
39126,510676.0,211714.0
39127,493421.0,198458.0
39128,506030.0,164990.0
39129,443830.0,206730.0
39130,471802.0,174065.0
39131,514914.0,182238.0
39134,540566.0,168740.0
39135,541012.0,172227.0
39137,509641.0,184386.0
39138,477800.0,176800.0
39140,452320.0,213730.0
39141,499370.0,149500.0
39142,416073.0,220936.0
39143,417996.0,219619.0
39144,446282.0,236901.0
39145,511188.0,184538.0
39146,453184.0,186483.0
39147,486900.0,208300.0
40001,540700.0,135300.0
40002,572200.0,121300.0
40003,570865.0,153033.0
40004,577250.0,124410.0
40005,575870.0,147770.0
40006,563168.0,149612.0
40007,551780.0,140590.0
40008,604880.0,147000.0
40009,571789.0,139960.0
40010,552012.0,143688.0
40011,611549.0,155356.0
40012,555222.0,171842.0
40013,552497.0,158426.0
40014,627554.0,157585.0
40015,605469.0,160732.0
40016,551059.0,174556.0
40017,567855.0,124005.0
40018,553029.0,164280.0
40020,552187.0,136570.0
40021,581330.0,129020.0
40022,599229.0,142280.0
40023,601513.0,140704.0
40024,563269.0,135669.0
40025,581279.0,117749.0
40027,617391.0,162459.0
40029,576290.0,155630.0
40033,630043.0,143019.0
41001,566193.0,112875.0
41002,568405.0,114145.0
41003,553288.0,105159.0
41004,543421.0,114808.0
41005,542907.0,121374.0
41006,545871.0,119006.0
41009,503425.0,117946.0
41010,517842.0,119741.0
41011,485220.0,122904.0
41012,521884.0,118985.0
41013,567173.0,113769.0
41014,504692.0,122929.0
41015,475505.0,107388.0
41016,561135.0,115076.0
41017,576500.0,110200.0
41018,504400.0,125600.0
41019,511722.0,133150.0
41020,542351.0,116107.0
41021,544823.0,115361.0
41022,493124.0,122259.0
41023,487062.0,106450.0
41024,533477.0,128613.0
41025,505995.0,130912.0
41026,537653.0,126163.0
41027,477230.0,127032.0
41028,521667.0,117269.0
41029,557642.0,113034.0
41030,533288.0,128283.0
41031,524751.0,111408.0
41033,487958.0,117464.0
41034,478600.0,110400.0
41035,512963.0,132526.0
41037,540329.0,109584.0
42001,458746.0,107460.0
42003,431780.0,101920.0
42004,435410.0,118860.0
42005,431100.0,133020.0
42006,458927.0,114112.0
42007,457433.0,132607.0
42008,457362.0,132235.0
42009,456875.0,132346.0
42010,446129.0,121122.0
42011,452280.0,114926.0
42012,437890.0,139230.0
42014,432816.0,117381.0
42015,449600.0,139400.0
42016,451110.0,132500.0
42017,471065.0,106790.0
42018,444285.0,117465.0
42019,438876.0,113343.0
42020,436230.0,121220.0
42023,444470.0,115340.0
42024,438500.0,139390.0
42025,472100.0,107200.0
42026,433400.0,131330.0
42027,442150.0,142240.0
43001,414389.0,105399.0
43003,415868.0,114355.0
43004,415685.0,130383.0
43005,415109.0,141387.0
43006,409725.0,130794.0
43007,411233.0,96046.0
43008,408628.0,134249.0
43009,382005.0,114692.0
43010,400689.0,108568.0
43011,416501.0,126502.0
43012,390858.0,142759.0
43013,418367.0,93387.0
43014,413351.0,155948.0
43017,413353.0,155938.0
43018,400825.0,100698.0
43019,380819.0,127790.0
43021,415607.0,94304.0
43022,412623.0,96894.0
43024,397516.0,139371.0
43025,416080.0,108301.0
43801,397070.0,140150.0
43806,385620.0,137960.0
44001,386727.0,86839.0
44002,391322.0,87609.0
44003,347014.0,92756.0
44004,370848.0,90331.0
44006,363239.0,99649.0
44008,362982.0,89732.0
44009,366644.0,83888.0
44011,347014.0,92756.0
44013,371855.0,96463.0
44014,382220.0,93369.0
44015,353760.0,100030.0
45001,293602.0,101602.0
45002,294281.0,117801.0
45003,302066.0,105773.0
45004,326208.0,95324.0
45005,308665.0,88435.0
45006,291900.0,135600.0
45007,292246.0,91881.0
45008,311454.0,98573.0
45009,293493.0,125960.0
45010,295200.0,129400.0
45011,292695.0,125832.0
45012,290093.0,96723.0
45013,308810.0,97112.0
45816,298820.0,128880.0
45817,298830.0,128970.0
45818,298030.0,132640.0
46002,285566.0,74554.0
46003,275112.0,65841.0
46005,265712.0,77570.0
46006,264158.0,53219.0
46007,264343.0,74197.0
46008,271879.0,47584.0
46013,280987.0,78672.0
46014,285722.0,78513.0
47001,242627.0,72524.0
47002,234298.0,88604.0
47003,247498.0,65034.0
47004,236849.0,62571.0
47005,233721.0,86613.0
47006,238896.0,84249.0
47007,257416.0,51110.0
47008,239783.0,85516.0
47009,234468.0,59634.0
47010,229006.0,99099.0
47011,252141.0,61175.0
47013,224416.0,76393.0
47014,251312.0,69888.0
47015,247613.0,68174.0
47016,245968.0,73115.0
47017,241890.0,89810.0
47018,241625.0,86663.0
47019,235312.0,84864.0
47020,235911.0,77075.0
47021,233003.0,85110.0
47022,255154.0,57654.0
47023,228319.0,105513.0
47024,248301.0,74511.0
47025,244580.0,94220.0
48001,222743.0,69816.0
48003,192107.0,44747.0
48004,215951.0,67373.0
48005,181975.0,45030.0
48006,165543.0,27359.0
48007,176228.0,37642.0
48009,218436.0,65995.0
48010,229956.0,59471.0
48011,209796.0,62454.0
48012,193730.0,50600.0
48801,167570.0,31120.0
48803,177440.0,41280.0
49001,201748.0,68159.0
49002,154881.0,34171.0
49003,213262.0,76556.0
49004,182866.0,59268.0
49005,176841.0,52883.0
49006,210671.0,83875.0
50001,260795.0,123662.0
50002,249955.0,118564.0
50003,263353.0,93831.0
50005,255676.0,90326.0
50006,266011.0,121039.0
50007,267293.0,106820.0
50008,252770.0,101392.0
50009,250060.0,99910.0
50010,250672.0,106976.0
50011,259185.0,101918.0
50012,277430.0,126655.0
50013,267727.0,139915.0
50014,259530.0,135620.0
51001,308848.0,142865.0
51002,289849.0,145826.0
51003,304008.0,139474.0
52001,352704.0,145806.0
52002,355653.0,111646.0
52003,320647.0,125236.0
52004,336054.0,118785.0
52005,320576.0,125023.0
52006,357328.0,116182.0
52007,346070.0,114438.0
52008,304430.0,131240.0
52009,349838.0,143850.0
52010,358994.0,131756.0
52011,349814.0,129055.0
52014,307848.0,120279.0
52015,348301.0,171565.0
52016,322149.0,138193.0
52017,345174.0,163065.0
52020,357100.0,110000.0
52025,311325.0,127009.0
52026,367932.0,140970.0
53001,390298.0,164102.0
53002,390737.0,160543.0
53003,375100.0,165100.0
53004,364801.0,164723.0
53005,376315.0,161132.0
53006,363753.0,177202.0
53007,380519.0,156427.0
53008,396483.0,183310.0
53009,374033.0,157995.0
53013,395536.0,172969.0
53017,368142.0,169866.0
53018,378533.0,167023.0
53019,394883.0,186569.0
53020,393730.0,184029.0
53022,373837.0,165101.0
53023,389139.0,187031.0
53024,391444.0,189329.0
53025,375736.0,149106.0
53026,366732.0,182203.0
53028,381408.0,168806.0
53029,385436.0,157893.0
54001,378230.0,276160.0
54002,404007.0,243741.0
54003,301882.0,319027.0
54004,433155.0,273096.0
54005,341190.0,314460.0
54006,383010.0,276830.0
54007,408638.0,253580.0
54008,359770.0,268520.0
54010,420833.0,250643.0
54011,386860.0,261930.0
54012,359180.0,312280.0
54013,294400.0,285500.0
54014,316481.0,295777.0
54015,392693.0,246252.0
54016,358910.0,314170.0
54017,377664.0,223340.0
54018,346570.0,309230.0
54019,433287.0,271535.0
54020,343440.0,319240.0
54022,285300.0,287200.0
54023,406291.0,244920.0
54024,374600.0,295340.0
54025,294985.0,282492.0
54026,389167.0,226371.0
54027,383014.0,204627.0
54028,325294.0,319641.0
54029,373490.0,255730.0
54032,386349.0,239041.0
54034,377100.0,276420.0
