id,easting,northing
144783,509080.0,350530.0
145329,515160.0,390410.0
141365,490990.0,376300.0
141331,487640.0,386850.0
142674,499715.0,370307.0
S47,510310.0,381250.0
130440,503300.0,387300.0
140396,492390.0,354240.0
143460,509200.0,371700.0
145518,525860.0,382780.0
276956TP,507173.0,215527.0
242534TP,535297.0,213947.0
490001TP,539123.0,224779.0
278744TP,501686.0,200016.0
241790TP,533253.0,220902.0
246847TP,520836.0,187013.0
246726TP,516856.0,191476.0
000076TP,486658.0,200994.0
261602TP,490542.0,209077.0
244569TP,531655.0,204635.0
276316TP,523248.0,203676.0
276651TP,518295.0,207756.0
240350TP,518006.0,214158.0
000182TP,526976.0,222310.0
242819TP,541684.0,216398.0
244027TP,539248.0,209765.0
240470TP,524531.0,210001.0
267661TP,432788.0,165559.0
268103TP,430520.0,181777.0
264845TP,460088.0,181828.0
266474TP,419188.0,168260.0
269627TP,453007.0,160934.0
411276,407292.0,181284.0
265415TP,455894.0,174330.0
063518,430823.0,442309.0
076413,427139.0,437383.0
076550,432565.0,431543.0
076204,424644.0,432451.0
062916,422201.0,446259.0
080282,434704.0,420493.0
058461,423286.0,453703.0
079621,422026.0,422486.0
350594,365228.0,85769.0
400022,363103.0,115427.0
348682,364740.0,104860.0
342940,373010.0,110690.0
350533,370730.0,84421.0
348394,355007.0,93998.0
400409,355600.0,111660.0
351197,348075.0,100357.0
348296,351782.0,103165.0
TMP5203A,347243.0,105371.0
348093,357797.0,104368.0
351857,340276.0,97936.0
351124,350728.0,89984.0
R45401_FW,337551.0,106057.0
407632,343844.0,151521.0
407214,352497.0,152501.0
416802,357691.0,153319.0
403910,348415.0,129786.0
401445,337609.0,128612.0
403538,330122.0,137803.0
405278,336770.0,143090.0
408690,336329.0,166432.0
404517,316001.0,136843.0
415472,365580.0,157540.0
417083,356816.0,163269.0
406175,364595.0,141748.0
409085,342989.0,171648.0
417635,353771.0,167950.0
168571,460115.0,236084.0
274178TP,474595.0,197144.0
261923TP,479102.0,214791.0
169228,471278.0,235758.0
243543TP,554820.0,221110.0
243679TP,552375.0,214121.0
WGALER,558978.0,207089.0
GSAMGR,564532.0,235087.0
238605TP,547595.0,204949.0
238944TP,554586.0,199866.0
237740TP,556664.0,191532.0
BRENTR,559588.0,191411.0
HUTTOR,565045.0,195964.0
HANNFR,572339.0,197069.0
HULBRR,579666.0,193942.0
WOODHR,581099.0,207437.0
CHELMR,573851.0,206810.0
WITHAR,582819.0,214016.0
WHITER,579023.0,218337.0
WRITCR,567768.0,207169.0
GTDUNR,563560.0,221336.0
238777TP,553579.0,206733.0
SIBLER,579232.0,232797.0
243131TP,550290.0,224343.0
000181TP,541008.0,205293.0
239258TP,541282.0,198094.0
WETHER,570617.0,230649.0
000180TP,550240.0,193425.0
238097TP,549922.0,186440.0
BENFLR,578070.0,185590.0
LATCHR,587832.0,201645.0
BOCKIR,577447.0,224393.0
MALDORR,588949.0,207450.0
EASTHT,574730.0,184312.0
TIPTRR,590696.0,216619.0
COGGER,585812.0,221144.0
317917,501661.0,125859.0
320121,494629.0,116347.0
320978,483520.0,114360.0
321552,478618.0,110340.0
318245,485227.0,122920.0
430991,357240.0,335060.0
431947,374730.0,334140.0
431325,366510.0,323330.0
429081,341370.0,327550.0
112334,462540.0,304140.0
113978,473000.0,310880.0
113776,467910.0,315360.0
117868,461330.0,339380.0
118464,463760.0,348730.0
119912,473380.0,333900.0
110622,443100.0,333580.0
120693,475990.0,354110.0
109973,439180.0,347370.0
118209,462640.0,345060.0
113261,480770.0,324600.0
114339,447210.0,306620.0
115298,445970.0,315880.0
115084,460910.0,321530.0
112773,483470.0,314630.0
287142,524660.0,164090.0
287284,523480.0,173770.0
286393,519460.0,168280.0
270397,473917.0,171906.0
312128,549531.0,123645.0
312075,551161.0,123285.0
446022,371900.0,253480.0
460720,371697.0,222417.0
463589,357851.0,206873.0
111378,454300.0,296550.0
111741,465770.0,294540.0
112544,459750.0,311470.0
310125,566142.0,104341.0
311001,546714.0,102267.0
309240,579720.0,113230.0
309146,574214.0,114414.0
309041,580698.0,110255.0
293014,552941.0,128392.0
313498,531486.0,107647.0
313103,535718.0,113590.0
448596,446065.0,277380.0
096008,414730.0,278870.0
453095,416317.0,239235.0
454896,415494.0,267906.0
453922,418174.0,252979.0
453419,426784.0,241058.0
450779,439835.0,254472.0
449957,433387.0,273903.0
456737,401847.0,249158.0
450263,453104.0,265845.0
390511,264747.0,94842.0
121622,479750.0,371100.0
098212,441980.0,292690.0
430298,351680.0,313600.0
434157,346750.0,299320.0
442921,340216.0,291513.0
442790,343180.0,280180.0
433055,330360.0,300470.0
001412,333800.0,287290.0
426223,333840.0,312780.0
441011,320360.0,281360.0
444990,361637.0,287030.0
432810,361590.0,313500.0
